fold,cutoff_date,merchant_id,merchant_category,n_days,q_hat_global,q_hat_percat,percat_fallback,cat_n_cal_scores,q_hat,raw_pinball_p10,raw_pinball_p50,raw_pinball_p90,raw_coverage,cal_pinball_p10,cal_pinball_p50,cal_pinball_p90,cal_coverage,percat_pinball_p10,percat_pinball_p50,percat_pinball_p90,percat_coverage,ordering_violations
2,2026-02-13,mcht_mkt_01,marketplace,14,149.29,29814.27,False,56,149.29,50564.4975,112530.95678571428,52540.51164285714,0.7142857142857143,50536.772665306125,112530.95678571428,52555.4404,0.7142857142857143,46236.176214285726,112530.95678571428,55521.93839285711,0.7857142857142857,0
2,2026-02-13,mcht_mkt_02,marketplace,14,149.29,29814.27,False,56,149.29,68901.83507142859,158965.2782142857,79881.49385714286,0.5714285714285714,68906.10043061226,158965.2782142857,79843.1056244898,0.5714285714285714,69753.67128571428,158965.2782142857,73716.48417857142,0.6428571428571429,0
2,2026-02-13,mcht_mkt_03,marketplace,14,149.29,29814.27,False,56,149.29,70891.91885714284,226589.0392857143,207947.75771428572,0.5,70896.18421632654,226589.0392857143,207898.70608367346,0.5,71743.75507142858,226589.0392857143,198151.64125000002,0.5,0
2,2026-02-13,mcht_mkt_04,marketplace,14,149.29,29814.27,False,56,149.29,25399.10742857143,66018.46785714285,46586.62207142857,1.0,25414.03618571429,66018.46785714285,46601.550828571424,1.0,28380.534178571423,66018.46785714285,49568.04882142856,1.0,0
2,2026-02-13,mcht_saas_01,saas_subscription,14,149.29,626.58,False,56,149.29,1006.5184285714282,2945.207142857142,2137.8485714285703,0.6428571428571429,978.7935938775524,2945.207142857142,2142.113930612243,0.6428571428571429,890.1535714285736,2945.207142857142,2155.7508571428557,0.6428571428571429,0
2,2026-02-13,mcht_saas_02,saas_subscription,14,149.29,626.58,False,56,149.29,1917.214214285714,5222.285357142858,3443.073642857142,0.7142857142857143,1921.4795734693876,5222.285357142858,3426.0122061224474,0.7142857142857143,1935.1164999999994,5222.285357142858,3403.8280714285697,0.7857142857142857,0
2,2026-02-13,mcht_saas_03,saas_subscription,14,149.29,626.58,False,56,149.29,4936.484857142857,9295.527142857143,7583.59135714286,0.8571428571428571,4951.413614285715,9295.527142857143,7577.193318367349,0.8571428571428571,4999.142857142855,9295.527142857143,7556.737928571433,0.8571428571428571,0
2,2026-02-13,mcht_saas_04,saas_subscription,14,149.29,626.58,False,56,149.29,1637.1865714285725,3499.6099999999983,2366.9687857142876,0.6428571428571429,1620.1251346938775,3499.6099999999983,2360.570746938777,0.6428571428571429,1565.5774285714303,3499.6099999999983,2340.1153571428586,0.6428571428571429,0
3,2026-02-27,mcht_d2c_01,d2c_ecommerce,14,13603.4,10632.97,False,56,13603.4,7337.11292857143,15238.191785714285,7759.58464285714,0.6428571428571429,7511.830008843538,15238.191785714285,6977.9254510204055,0.7857142857142857,7426.960775510204,15238.191785714285,7105.229301020408,0.7857142857142857,0
3,2026-02-27,mcht_d2c_02,d2c_ecommerce,14,13603.4,10632.97,False,56,13603.4,7677.906357142856,21165.171785714283,8594.7675,0.8571428571428571,9038.246138095239,21165.171785714283,8473.31529455782,0.9285714285714286,8741.20382142857,21165.171785714283,8388.446061224487,0.9285714285714286,0
3,2026-02-27,mcht_d2c_03,d2c_ecommerce,14,13603.4,10632.97,False,56,13603.4,20489.313071428573,24938.243571428575,30247.33757142857,0.9285714285714286,21849.65285238095,24938.243571428575,30636.006080272105,0.9285714285714286,21552.610535714284,24938.243571428575,30551.136846938774,0.9285714285714286,0
3,2026-02-27,mcht_d2c_04,d2c_ecommerce,14,13603.4,10632.97,False,56,13603.4,8337.605857142857,10875.541428571425,6132.612357142854,0.5,6788.073093877551,10875.541428571425,5852.946580272107,0.7857142857142857,6915.37694387755,10875.541428571425,5768.077346938772,0.7857142857142857,0
3,2026-02-27,mcht_food_01,food_delivery,14,13603.4,7070.5,False,42,13603.4,2626.571357142857,3483.2035714285716,3674.2667142857135,0.7142857142857143,3485.021138095239,3483.2035714285716,3555.985223129252,0.9285714285714286,2831.7315238095252,3483.2035714285716,3371.2452142857132,0.8571428571428571,0
3,2026-02-27,mcht_food_02,food_delivery,14,13603.4,7070.5,False,42,13603.4,3074.6380714285724,9245.917142857139,5425.658571428567,0.7857142857142857,3939.5492809523826,9245.917142857139,5270.35922312925,0.9285714285714286,3286.259666666669,9245.917142857139,5122.637071428568,0.8571428571428571,0
3,2026-02-27,mcht_food_03,food_delivery,14,13603.4,7070.5,False,42,13603.4,6854.292857142857,17416.266785714284,16763.22407142857,0.7857142857142857,7820.700495238096,17416.266785714284,16946.07115170068,0.9285714285714286,7167.410880952382,17416.266785714284,16759.416976190474,0.9285714285714286,0
3,2026-02-27,mcht_mkt_01,marketplace,14,13603.4,180686.13,False,56,13603.4,24988.336642857143,46843.843571428566,46011.56564285713,0.8571428571428571,25377.005151700676,46843.843571428566,46400.23415170068,0.8571428571428571,38068.83932142856,46843.843571428566,60840.51760714284,1.0,0
3,2026-02-27,mcht_mkt_02,marketplace,14,13603.4,180686.13,False,56,13603.4,37876.836214285715,149533.95249999998,68462.96892857143,0.6428571428571429,37639.03329455783,149533.95249999998,66908.2948931973,0.7142857142857143,51745.29032142856,149533.95249999998,67153.14989795919,0.9285714285714286,0
3,2026-02-27,mcht_mkt_03,marketplace,14,13603.4,180686.13,False,56,13603.4,72989.65107142857,163829.80000000002,181862.4372142857,0.5,74349.99085238096,163829.80000000002,176421.07809047616,0.5,91058.2644642857,163829.80000000002,120648.85320918368,0.5714285714285714,0
3,2026-02-27,mcht_mkt_04,marketplace,14,13603.4,180686.13,False,56,13603.4,25815.995928571425,64770.451785714286,47627.80957142857,0.9285714285714286,26204.66443741497,64770.451785714286,48988.14935238094,0.9285714285714286,36746.15574999999,64770.451785714286,65696.4229642857,1.0,0
3,2026-02-27,mcht_saas_01,saas_subscription,14,13603.4,5801.36,False,56,13603.4,558.3415000000011,1916.8000000000013,1201.0244285714293,0.5714285714285714,1666.1119952380957,1916.8000000000013,2206.5127809523806,1.0,885.9085357142852,1916.8000000000013,1426.3093214285707,1.0,0
3,2026-02-27,mcht_saas_02,saas_subscription,14,13603.4,5801.36,False,56,13603.4,890.7350714285715,2737.8667857142855,1535.0907857142859,0.7857142857142857,2251.0748523809543,2737.8667857142855,2247.5755666666682,1.0,1470.871392857141,2737.8667857142855,1467.372107142855,1.0,0
3,2026-02-27,mcht_saas_03,saas_subscription,14,13603.4,5801.36,False,56,13603.4,3785.7212857142854,4877.1607142857165,4150.565499999995,0.5,5146.061066666669,4877.1607142857165,1867.1190088435362,0.9285714285714286,4365.857607142856,4877.1607142857165,2731.309474489795,0.7142857142857143,0
3,2026-02-27,mcht_saas_04,saas_subscription,14,13603.4,5801.36,False,56,13603.4,2123.721142857143,3383.9760714285717,2326.2662857142864,0.5714285714285714,3484.060923809524,3383.9760714285717,1665.438923809525,1.0,2703.857464285714,3383.9760714285717,1234.6823775510195,0.9285714285714286,0
4,2026-03-13,mcht_d2c_01,d2c_ecommerce,14,-2494.41,5826.08,False,56,-2494.41,4307.605142857143,9274.817142857146,6721.694357142857,0.9285714285714286,4058.164447619047,9274.817142857146,6650.42558707483,0.9285714285714286,4890.212821428569,9274.817142857146,7132.61346428571,1.0,0
4,2026-03-13,mcht_d2c_02,d2c_ecommerce,14,-2494.41,5826.08,False,56,-2494.41,21182.72528571429,79985.64357142858,78221.58435714287,0.2857142857142857,21111.45651564626,79985.64357142858,79575.69098843538,0.2857142857142857,21349.18462244898,79985.64357142858,75058.8569591837,0.2857142857142857,0
4,2026-03-13,mcht_d2c_03,d2c_ecommerce,14,-2494.41,5826.08,False,56,-2494.41,18992.30707142857,32408.06142857142,37304.017142857134,1.0,18742.866376190475,32408.06142857142,37054.576447619045,1.0,19574.914749999996,32408.06142857142,37886.62482142856,1.0,0
4,2026-03-13,mcht_d2c_04,d2c_ecommerce,14,-2494.41,5826.08,False,56,-2494.41,5503.609071428573,12058.41142857143,4053.9204285714286,0.7857142857142857,5687.724865986395,12058.41142857143,4078.4300122448985,0.6428571428571429,5253.920066326532,12058.41142857143,4220.37976530612,0.7857142857142857,0
4,2026-03-13,mcht_food_01,food_delivery,14,-2494.41,-3737.23,False,42,-2494.41,1345.760857142856,7132.9225,5850.728928571428,0.8571428571428571,1542.2102231292508,7132.9225,5601.288233333332,0.7857142857142857,1947.8115714285636,7132.9225,5477.005595238095,0.42857142857142855,0
4,2026-03-13,mcht_food_02,food_delivery,14,-2494.41,-3737.23,False,42,-2494.41,4619.8787142857145,9029.371428571429,8114.614785714283,1.0,4370.438019047619,9029.371428571429,7865.174090476187,1.0,4246.155380952384,9029.371428571429,7740.891452380951,1.0,0
4,2026-03-13,mcht_food_03,food_delivery,14,-2494.41,-3737.23,False,42,-2494.41,5484.020000000001,10065.301428571427,29369.463571428565,1.0,5234.579304761905,10065.301428571427,29120.022876190476,1.0,5110.296666666669,10065.301428571427,28995.740238095237,1.0,0
4,2026-03-13,mcht_mkt_01,marketplace,14,-2494.41,59919.51,False,56,-2494.41,33526.563,92176.93500000003,46695.51528571428,0.9285714285714286,33455.29422993198,92176.93500000003,46446.074590476186,0.9285714285714286,35238.54891836735,92176.93500000003,52687.46599999997,0.9285714285714286,0
4,2026-03-13,mcht_mkt_02,marketplace,14,-2494.41,59919.51,False,56,-2494.41,27751.466785714285,162686.11428571428,78796.99214285713,0.5,28749.229566666672,162686.11428571428,78547.55144761906,0.5,14496.352704081632,162686.11428571428,84788.94285714281,0.9285714285714286,0
4,2026-03-13,mcht_mkt_03,marketplace,14,-2494.41,59919.51,False,56,-2494.41,89499.84435714285,188186.03857142854,121759.72014285714,0.21428571428571427,89428.57558707484,188186.03857142854,123291.99869931968,0.21428571428571427,91211.8302755102,188186.03857142854,89121.74942857148,0.42857142857142855,0
4,2026-03-13,mcht_mkt_04,marketplace,14,-2494.41,59919.51,False,56,-2494.41,26850.79242857143,51855.659642857136,62096.94464285713,0.9285714285714286,26917.937012244907,51855.659642857136,61847.50394761904,0.8571428571428571,28562.778346938772,51855.659642857136,68088.89535714283,0.9285714285714286,0
4,2026-03-13,mcht_saas_01,saas_subscription,14,-2494.41,-3683.74,False,56,-2494.41,785.4207857142857,2132.473214285714,1652.7124999999999,1.0,659.5841585034013,2132.473214285714,1403.271804761904,0.9285714285714286,708.7183979591856,2132.473214285714,1284.3387857142848,0.7142857142857143,0
4,2026-03-13,mcht_saas_02,saas_subscription,14,-2494.41,-3683.74,False,56,-2494.41,1443.554214285714,3322.793214285713,3156.3577857142855,1.0,1344.0540156462587,3322.793214285713,2906.9170904761895,0.9285714285714286,1393.1472346938767,3322.793214285713,2787.984071428572,0.8571428571428571,0
4,2026-03-13,mcht_saas_03,saas_subscription,14,-2494.41,-3683.74,False,56,-2494.41,5078.200500000001,5145.6414285714345,7233.692928571427,1.0,4828.759804761905,5145.6414285714345,6984.252233333332,1.0,4709.826785714286,5145.6414285714345,6865.31921428571,1.0,0
4,2026-03-13,mcht_saas_04,saas_subscription,14,-2494.41,-3683.74,False,56,-2494.41,2153.835,3933.014285714287,3014.504642857143,0.7142857142857143,2082.5662299319724,3933.014285714287,3412.7845054421778,0.6428571428571429,2048.5853673469383,3933.014285714287,3633.6601122448956,0.6428571428571429,0
5,2026-03-27,mcht_d2c_01,d2c_ecommerce,14,1098.03,21843.48,False,56,1098.03,4055.9581428571437,9641.540714285715,7533.472,0.9285714285714286,4087.3302938775514,9641.540714285715,7643.274528571426,0.9285714285714286,5607.294214285716,9641.540714285715,9717.819499999998,1.0,0
5,2026-03-27,mcht_d2c_02,d2c_ecommerce,14,1098.03,21843.48,False,56,1098.03,23117.80007142857,79977.8507142857,44092.1422142857,0.9285714285714286,23227.602600000006,79977.8507142857,44123.51436530611,0.9285714285714286,25302.147571428573,79977.8507142857,44716.24149999999,0.9285714285714286,0
5,2026-03-27,mcht_d2c_03,d2c_ecommerce,14,1098.03,21843.48,False,56,1098.03,17362.76621428572,25421.341071428582,30993.43892857142,0.9285714285714286,17394.138365306124,25421.341071428582,31103.241457142856,0.9285714285714286,17986.8655,25421.341071428582,33177.786428571424,0.9285714285714286,0
5,2026-03-27,mcht_d2c_04,d2c_ecommerce,14,1098.03,21843.48,False,56,1098.03,6327.923785714287,11745.478571428572,5972.043071428571,0.42857142857142855,6124.004804081632,11745.478571428572,5768.124089795919,0.42857142857142855,5595.516642857142,11745.478571428572,4279.752714285714,0.9285714285714286,0
5,2026-03-27,mcht_food_01,food_delivery,14,1098.03,-2007.11,False,42,1098.03,2559.079785714285,3840.1785714285693,2419.165857142856,0.7857142857142857,2512.0215591836723,3840.1785714285693,2450.5380081632647,0.7857142857142857,2645.098928571428,3840.1785714285693,2361.819761904761,0.7857142857142857,0
5,2026-03-27,mcht_food_02,food_delivery,14,1098.03,-2007.11,False,42,1098.03,5881.822142857143,9646.15607142857,6705.884428571428,0.8571428571428571,5913.194293877553,9646.15607142857,6737.256579591834,0.8571428571428571,5824.476047619049,9646.15607142857,6648.538333333331,0.8571428571428571,0
5,2026-03-27,mcht_food_03,food_delivery,14,1098.03,-2007.11,False,42,1098.03,8591.107500000002,21646.233928571426,17794.22564285714,0.7142857142857143,8544.049273469389,21646.233928571426,17747.16741632653,0.7142857142857143,8677.126642857143,21646.233928571426,17880.244785714287,0.7142857142857143,0
5,2026-03-27,mcht_mkt_01,marketplace,14,1098.03,71567.59,False,56,1098.03,19555.031857142854,61161.74357142857,48792.62735714285,0.9285714285714286,19586.404008163263,61161.74357142857,48902.42988571428,0.9285714285714286,25663.521321428565,61161.74357142857,55949.386821428554,1.0,0
5,2026-03-27,mcht_mkt_02,marketplace,14,1098.03,71567.59,False,56,1098.03,20963.394000000004,57262.142857142855,49501.04185714284,0.6428571428571429,20759.475018367346,57262.142857142855,49532.41400816325,0.6428571428571429,19300.652418367343,57262.142857142855,54184.47703571428,0.9285714285714286,0
5,2026-03-27,mcht_mkt_03,marketplace,14,1098.03,71567.59,False,56,1098.03,82965.13042857144,211859.6317857143,129120.47850000001,0.5,82996.50257959182,211859.6317857143,128759.69876326529,0.5,85009.91884693879,211859.6317857143,110838.98735204081,0.6428571428571429,0
5,2026-03-27,mcht_mkt_04,marketplace,14,1098.03,71567.59,False,56,1098.03,19719.067000000003,66567.04964285715,23239.860428571417,0.8571428571428571,19750.439151020408,66567.04964285715,23271.23257959183,0.8571428571428571,26306.876464285713,66567.04964285715,29858.596321428562,1.0,0
5,2026-03-27,mcht_saas_01,saas_subscription,14,1098.03,-1031.27,False,56,1098.03,398.4275714285715,1089.8332142857148,1934.8819285714283,0.9285714285714286,477.52795714285764,1089.8332142857148,2044.6844571428571,1.0,374.0578673469385,1089.8332142857148,1833.6476836734687,0.7857142857142857,0
5,2026-03-27,mcht_saas_02,saas_subscription,14,1098.03,-1031.27,False,56,1098.03,1761.2767857142858,4214.051071428575,2092.3002142857144,0.5714285714285714,1712.8299877551024,4214.051071428575,2007.96484489796,0.7142857142857143,1879.1366224489768,4214.051071428575,2210.1600510204066,0.5714285714285714,0
5,2026-03-27,mcht_saas_03,saas_subscription,14,1098.03,-1031.27,False,56,1098.03,1847.8242142857143,3610.0960714285716,16619.21021428571,1.0,1957.6267428571443,3610.0960714285716,16729.01274285714,1.0,1744.696857142859,3610.0960714285716,16516.082857142854,1.0,0
5,2026-03-27,mcht_saas_04,saas_subscription,14,1098.03,-1031.27,False,56,1098.03,1223.1822857142856,1893.9532142857154,1620.8382857142856,0.9285714285714286,1332.9848142857143,1893.9532142857154,1652.2104367346922,0.9285714285714286,1120.0549285714292,1893.9532142857154,1591.3733265306134,0.9285714285714286,0
6,2026-04-10,mcht_d2c_01,d2c_ecommerce,14,4014.44,11094.94,False,56,4014.44,8276.762214285714,15714.343571428572,8759.128071428571,0.5714285714285714,8104.714855102042,15714.343571428572,8191.320712244898,0.7142857142857143,7801.264739795918,15714.343571428572,7887.870596938775,0.7142857142857143,0
6,2026-04-10,mcht_d2c_02,d2c_ecommerce,14,4014.44,11094.94,False,56,4014.44,24877.29257142857,73740.73928571428,43514.07392857142,0.9285714285714286,24991.99081088435,73740.73928571428,43915.517766666664,0.9285714285714286,25194.2908877551,73740.73928571428,44623.56803571428,0.9285714285714286,0
6,2026-04-10,mcht_d2c_03,d2c_ecommerce,14,4014.44,11094.94,False,56,4014.44,15834.876999999999,29441.200000000004,28292.979857142847,0.9285714285714286,16236.320838095236,29441.200000000004,28633.639409523803,1.0,16944.371107142855,29441.200000000004,29341.689678571427,1.0,0
6,2026-04-10,mcht_d2c_04,d2c_ecommerce,14,4014.44,11094.94,False,56,4014.44,4284.650214285714,9052.23107142857,3851.641714285712,0.8571428571428571,4399.348453741497,9052.23107142857,3966.339953741495,0.8571428571428571,4601.648530612245,9052.23107142857,4468.972249999999,0.9285714285714286,0
6,2026-04-10,mcht_food_01,food_delivery,14,4014.44,390.88,False,42,4014.44,2368.68942857143,3136.8628571428553,2288.202214285714,0.7857142857142857,1915.3534979591852,3136.8628571428553,2689.646052380951,0.8571428571428571,2324.0176190476195,3136.8628571428553,2327.2900476190475,0.7857142857142857,0
6,2026-04-10,mcht_food_02,food_delivery,14,4014.44,390.88,False,42,4014.44,3179.3885,8558.475714285714,10148.002999999997,1.0,3580.832338095238,8558.475714285714,10549.446838095237,1.0,3218.476333333333,8558.475714285714,10187.090833333334,1.0,0
6,2026-04-10,mcht_food_03,food_delivery,14,4014.44,390.88,False,42,4014.44,5721.396857142858,18043.753928571423,24270.721571428567,1.0,6122.840695238096,18043.753928571423,24672.1654095238,1.0,5760.48469047619,18043.753928571423,24309.809404761898,1.0,0
6,2026-04-10,mcht_mkt_01,marketplace,14,4014.44,50698.65,False,56,4014.44,16993.209214285707,50656.24178571429,47472.4332142857,0.7142857142857143,16534.416256462577,50656.24178571429,47587.13145374148,0.7142857142857143,15427.05144897959,50656.24178571429,50679.81210714283,0.9285714285714286,0
6,2026-04-10,mcht_mkt_02,marketplace,14,4014.44,50698.65,False,56,4014.44,18182.945214285715,61280.84714285715,38763.7607142857,0.7857142857142857,18548.694766666667,61280.84714285715,38591.71335510204,0.8571428571428571,23217.11624999999,61280.84714285715,39853.871520408145,0.9285714285714286,0
6,2026-04-10,mcht_mkt_03,marketplace,14,4014.44,50698.65,False,56,4014.44,49362.06042857143,140835.6832142857,60845.37285714284,0.8571428571428571,49544.752123809536,140835.6832142857,60960.07109659863,0.9285714285714286,54213.17360714284,140835.6832142857,62293.90580612244,0.9285714285714286,0
6,2026-04-10,mcht_mkt_04,marketplace,14,4014.44,50698.65,False,56,4014.44,42263.21335714286,65511.370357142856,45976.163428571424,0.8571428571428571,42091.16599795917,65511.370357142856,46377.60726666666,0.8571428571428571,40090.41393367347,65511.370357142856,51046.02874999998,0.8571428571428571,0
6,2026-04-10,mcht_saas_01,saas_subscription,14,4014.44,-408.46,False,56,4014.44,699.3664999999995,1976.0189285714291,962.129857142857,0.7857142857142857,880.4517666666659,1976.0189285714291,1363.573695238094,1.0,757.9175102040837,1976.0189285714291,921.283928571427,0.7142857142857143,0
6,2026-04-10,mcht_saas_02,saas_subscription,14,4014.44,-408.46,False,56,4014.44,1483.9497857142865,2876.0774999999985,2291.2086428571415,0.7857142857142857,1435.51802517007,2876.0774999999985,2692.6524809523794,0.9285714285714286,1530.6308469387757,2876.0774999999985,2250.3627142857135,0.7857142857142857,0
6,2026-04-10,mcht_saas_03,saas_subscription,14,4014.44,-408.46,False,56,4014.44,4330.087642857142,7609.897500000004,10853.934428571423,1.0,4731.531480952382,7609.897500000004,11255.378266666667,1.0,4289.241714285713,7609.897500000004,10813.088499999994,1.0,0
6,2026-04-10,mcht_saas_04,saas_subscription,14,4014.44,-408.46,False,56,4014.44,1718.361785714285,3389.2392857142845,1002.1887857142859,0.7142857142857143,1974.4991952380947,3389.2392857142845,1146.2833380952363,1.0,1706.691520408161,3389.2392857142845,1048.8698469387753,0.7142857142857143,0
7,2026-04-24,mcht_d2c_01,d2c_ecommerce,14,2014.78,2540.69,False,56,2014.78,8423.770928571428,11652.615357142857,4986.237571428571,0.7142857142857143,8337.423089795919,11652.615357142857,4899.889732653059,0.7142857142857143,8314.88418367347,11652.615357142857,4877.350826530613,0.7142857142857143,0
7,2026-04-24,mcht_d2c_02,d2c_ecommerce,14,2014.78,2540.69,False,56,2014.78,29343.717714285718,75631.81178571428,41034.46092857142,0.9285714285714286,29401.28294013606,75631.81178571428,41235.939219047614,0.9285714285714286,29416.308877551022,75631.81178571428,41288.52999999999,0.9285714285714286,0
7,2026-04-24,mcht_d2c_03,d2c_ecommerce,14,2014.78,2540.69,False,56,2014.78,11490.8545,23530.491428571426,30117.475928571424,1.0,11692.332790476194,23530.491428571426,30318.954219047617,1.0,11744.923571428571,23530.491428571426,30371.54499999999,1.0,0
7,2026-04-24,mcht_d2c_04,d2c_ecommerce,14,2014.78,2540.69,False,56,2014.78,7141.955857142857,12860.381785714284,9156.766000000001,0.2857142857142857,7055.6080183673475,12860.381785714284,8299.362838095232,0.35714285714285715,7033.069112244898,12860.381785714284,8115.669051020412,0.42857142857142855,0
